Id,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,CITY,STATE,COUNTY,FIPS,ZIP,LAT,LON,HEALTHCARE_EXPENSES,HEALTHCARE_COVERAGE,INCOME
edc5db0a-e772-1c61-c06f-3d7290b5e5fb,1999-10-03,,999-98-2399,S99952091,X11484895X,Mr.,Errol226,White193,,,,black,nonhispanic,M,Marlborough  Massachusetts  US,503 O'Reilly Brook,Watertown,Massachusetts,Middlesex County,25017,02472,42.35762701511958,-71.13184944178911,71788.06,655141.31,112034
cd498dab-28c5-a255-8d25-b90ff447f802,2003-09-01,,999-39-1708,S99974460,X38500963X,Ms.,Rebeca548,Hansen121,,,,white,nonhispanic,F,Saugus  Massachusetts  US,924 Jacobson Crossing Suite 71,Waltham,Massachusetts,Middlesex County,25017,02452,42.43703728939942,-71.2162086677563,70430.33,181915.03,93679
f779f84a-66e0-b0f5-699d-7c287a4c2144,1979-08-20,,999-78-1116,S99949062,X77827856X,Mrs.,Krishna674,Conn188,,Deckow585,M,white,nonhispanic,F,Somerville  Massachusetts  US,918 Christiansen Ferry Suite 14,Cambridge,Massachusetts,Middlesex County,25017,02140,42.38643894672156,-71.16537535698696,96237.65,852691.78,421734
c4d58109-7898-dd23-c4e9-b1ea0a6fe79a,2019-10-02,,999-29-2342,,,,Kortney212,Pollich983,,,,white,nonhispanic,F,Danvers  Massachusetts  US,610 Langosh Vista Apt 72,Haverhill,Massachusetts,Essex County,25009,01835,42.78952090209191,-71.08761750615193,600.00,15438.10,14635
efa523f2-6ac2-641c-58f3-2ca1b97543f9,1968-02-09,,999-33-3763,S99994157,X21245753X,Mr.,Eugene421,Fisher429,,,M,white,nonhispanic,M,Holbrook  Massachusetts  US,348 Feest Extension Suite 46,Easton,Massachusetts,Bristol County,,00000,41.9994274391246,-71.08097014099118,75679.66,17583.66,149779
f79edf66-e8f5-f356-96df-15218cf21a6d,2002-03-24,,999-95-3771,S99921687,X24608508X,Mr.,Zachery872,Hodkiewicz467,,,,white,nonhispanic,M,New Bedford  Massachusetts  US,1075 Becker Wynd,Norton Center,Massachusetts,Bristol County,,00000,41.97689783031976,-71.21261262126492,6323.62,335738.49,11909
48e7246f-ab13-ceeb-dfb9-e351ad304803,2011-06-01,,999-74-6530,,,,Caleb651,Dickinson688,,,,white,nonhispanic,M,Leominster  Massachusetts  US,715 Hayes Underpass,Canton,Massachusetts,Norfolk County,,00000,42.14416847847919,-71.12544514369665,24835.41,3289.17,132294
da4f3061-c242-ec78-da3d-9e5da02037c3,1999-08-26,,999-21-4069,S99972483,X54840351X,Mr.,Reyes140,Strosin214,,,,asian,nonhispanic,M,Haiphong  Kiến An  VN,437 Abbott Junction,Amherst Center,Massachusetts,Hampshire County,,00000,42.349728238839745,-72.47248952319198,42851.93,3599.87,84308
11dce467-4d60-4f24-94ef-6015bbd5c1be,1996-03-27,,999-12-3324,S99958675,X14322787X,Mr.,Gabriel934,Koch169,,,,white,nonhispanic,M,Boston  Massachusetts  US,237 Kovacek Center Unit 50,West Springfield,Massachusetts,Hampden County,25013,01089,42.173322634244705,-72.66430540010988,58641.84,4190.15,63240
9d9151e9-5d54-46a2-d7b2-954e3c17fcfd,1987-09-22,,999-85-3765,S99924094,X86147950X,Mr.,Paris331,Waters156,,,M,white,nonhispanic,M,Randolph  Massachusetts  US,804 Walter Club,Nantucket,Massachusetts,Nantucket County,25019,02554,41.27887223148773,-70.10410491233762,76455.10,300772.10,199382
32755d3f-eb04-951d-0884-6b78a9fc32a4,1986-12-06,,999-97-4582,S99952243,X85403884X,Mrs.,María José279,Jaramillo133,,Cruz300,M,white,hispanic,F,Havana  Havana  CU,818 Bergstrom Bay,Salem,Massachusetts,Essex County,25009,01970,42.4641883907003,-70.87005677971587,13837.60,496235.56,11779
aa6db9e1-f267-4e03-968d-b8da5092749b,1963-12-07,,999-68-8567,S99933707,X10369191X,Mrs.,Liana375,Abshire638,,Durgan499,W,white,nonhispanic,F,Auburn  Massachusetts  US,775 Schmeler Neck Suite 71,South Dennis,Massachusetts,Barnstable County,25001,02660,41.71022992564235,-70.18384486557729,184378.99,1668902.72,105957
55deee32-40e1-7b5c-01f7-824b6882ad23,1982-12-16,,999-13-9974,S99911644,X32493417X,Mr.,Lynwood354,Kuphal363,,,M,asian,nonhispanic,M,Groton  Massachusetts  US,356 Crooks Green Suite 2,Dighton,Massachusetts,Bristol County,,00000,41.86251518439703,-71.18765274155473,34625.66,62956.90,126163
20e7bc4a-41d7-f458-6aec-661f801f7a54,1979-11-19,,999-35-4231,S99945523,X10241199X,Ms.,Ana972,Valle770,,,S,white,hispanic,F,Tegucigalpa  Francisco Morazán  HN,659 Rempel Boulevard Unit 66,Lancaster,Massachusetts,Worcester County,,00000,42.453076303962774,-71.69519327869453,275185.88,756475.72,24487
a3032999-6a03-9878-a8e7-928cb5bedf22,1948-03-05,1983-07-21,999-22-2087,S99950594,X76131683X,Ms.,Marian936,Erdman779,,,S,white,nonhispanic,F,Millville  Massachusetts  US,949 Weber Mission,Brookline,Massachusetts,Norfolk County,25025,02215,42.333004491426,-71.14564186806643,144939.01,250573.64,110666
69be4f10-e253-f8c4-c353-88292192c2a6,2016-07-22,,999-16-7010,,,,Donny470,Wolff180,,,,white,nonhispanic,M,Cambridge  Massachusetts  US,977 Muller Mission Unit 0,Somerville,Massachusetts,Middlesex County,25017,02140,42.414004685848795,-71.12929258691958,11697.90,0.00,121945
8d636878-c54c-3fcf-6300-b65c2a9e0dc9,1994-11-07,,999-70-2331,S99981856,X87426443X,Ms.,Tomeka87,Goldner995,,,S,white,nonhispanic,F,Montague  Massachusetts  US,653 Kozey Burg,Blackstone,Massachusetts,Worcester County,,00000,42.08263259877993,-71.50985020888993,60043.01,640244.06,30369
019af098-c480-40f0-0f19-d66187badcf9,1969-06-19,,999-52-7831,S99970173,X79508935X,Mrs.,Ora550,Luettgen772,,Bogisich202,M,white,hispanic,F,Springfield  Massachusetts  US,703 Carroll Row Suite 44,Boston,Massachusetts,Suffolk County,25025,02128,42.30349501459861,-71.12391470956182,974224.98,187652.39,43939
f5df44ce-f236-422f-e3ec-b1556462d228,1969-01-26,2023-01-24,999-37-6557,S99954329,X70769687X,Mrs.,Pamala798,Kunze215,,Glover433,M,white,nonhispanic,F,Haverhill  Massachusetts  US,571 Kirlin Overpass Unit 18,Chicopee,Massachusetts,Hampden County,25013,01020,42.1307499166156,-72.54370140221626,371743.34,299338.46,36435
b6da3152-5f63-69ca-527b-5743d3e25e23,1955-09-01,,999-45-6108,S99962855,X66299806X,Ms.,Omega729,Lind531,,,S,white,nonhispanic,F,Westborough  Massachusetts  US,912 Mayer Spur Unit 26,Pittsfield,Massachusetts,Berkshire County,25003,01201,42.449826201236654,-73.21389401635484,51535.91,1660377.49,22552
cbf311b5-a76a-c4c1-24b0-6911cb54cea2,2001-12-24,,999-12-3320,S99957754,X46393461X,Ms.,Britany225,Deckow585,,,,white,hispanic,F,Boston  Massachusetts  US,881 Haag Ville,New Bedford,Massachusetts,Bristol County,25005,02747,41.63154547434334,-70.94383013829933,117765.71,754851.37,80492
e2c64082-3a56-8423-0ee7-27df5a118f88,1976-03-31,,999-16-3889,S99957661,X66969232X,Mr.,Malik994,Fadel536,,,S,white,nonhispanic,M,Melrose  Massachusetts  US,394 Kertzmann Port Apt 74,Attleboro,Massachusetts,Bristol County,25005,02703,41.88493410292049,-71.2871378486835,90794.04,23220.02,147956
73786cf7-617b-7343-cc39-b36c0a7a53de,1981-09-05,,999-12-3815,S99970402,X70136581X,Mr.,Brock407,Hauck852,,,D,white,nonhispanic,M,Brockton  Massachusetts  US,771 Haley Key Suite 28,Chelmsford,Massachusetts,Middlesex County,,00000,42.56996915927814,-71.39382040739079,90569.10,10451.92,44913
cd2f5b22-9a6a-cda8-9d6f-1b01b7b7f50d,1969-09-10,,999-31-1975,S99943809,X72861822X,Mr.,Dorsey40,Corkery305,,,M,white,nonhispanic,M,East Falmouth  Massachusetts  US,492 Ortiz Frontage road,Boston,Massachusetts,Suffolk County,25025,02130,42.35610063205484,-71.11267491051487,182658.48,605429.12,27296
cc97e41c-5eaa-55fa-2907-93db2373be37,1977-11-04,,999-29-3671,S99918873,X22535345X,Mr.,Bobby524,Howe413,,,M,white,nonhispanic,M,Quincy  Massachusetts  US,319 Ledner Street Apt 15,Marshfield,Massachusetts,Plymouth County,25023,02050,42.09862692250525,-70.73199959803499,8290.47,78792.43,22516
dff902c9-a4a9-8305-c090-26379e3d8921,1955-02-26,,999-84-4620,S99961638,X40147744X,Mrs.,Hong136,Boehm581,,Parker433,D,white,nonhispanic,F,West Dennis  Massachusetts  US,653 Nolan Park,Plymouth,Massachusetts,Plymouth County,25023,02360,41.891593000623665,-70.5890449692157,1090777.77,287307.26,37130
a52ac654-1f46-b26c-e277-0a97bcb0ce23,1948-03-05,,999-23-4514,S99958946,X29970640X,Mrs.,Claris36,Bogisich202,,Kohler843,M,white,nonhispanic,F,Raynham  Massachusetts  US,629 Prohaska Lane Unit 40,Brookline,Massachusetts,Norfolk County,25021,02446,42.31491236938281,-71.05374708276568,987192.44,312155.09,110666
e4d1bbc6-ed20-039e-f68b-dd2330b10160,1969-05-23,,999-82-8167,S99983456,X2508642X,Mr.,Lazaro919,Bashirian201,,,M,white,nonhispanic,M,Andover  Massachusetts  US,119 Schmidt Lane Unit 0,Lynn,Massachusetts,Essex County,25009,01905,42.49293817192709,-70.93441409644365,41629.01,41361.37,36675
02ba241c-84ac-9e2b-2f0a-b804fc6f1d37,1971-11-25,,999-19-5788,S99958810,X18259692X,Mrs.,Jacquiline133,Hilll811,,Kunde533,M,white,nonhispanic,F,Wareham Center  Massachusetts  US,176 Grady Avenue,Amherst,Massachusetts,Hampshire County,,00000,42.34922766145057,-72.47854158943973,25103.50,856712.60,11423
fdc160fd-ac57-af8d-51e6-c6e1201d14f7,1980-07-24,,999-80-3411,S99989265,X14290488X,Mr.,Sonny285,Ankunding277,,,M,white,nonhispanic,M,Sturbridge  Massachusetts  US,887 Runte Vista Suite 29,Arlington,Massachusetts,Middlesex County,25017,02476,42.40451904262383,-71.11875576444213,75006.84,229127.28,364782
370e6213-e2cf-733a-f6ec-52336d637d9c,1997-04-27,,999-32-3009,S99915009,X89866501X,Mr.,Benjamin360,Donnelly343,,,,white,nonhispanic,M,Shrewsbury  Massachusetts  US,112 Bergstrom Rapid Unit 90,Natick,Massachusetts,Middlesex County,,00000,42.329937510899775,-71.34851206638548,46622.12,7041.71,67073
c284e6dc-1c67-a94d-7d84-f73ff3967d6b,1969-01-26,,999-57-2541,S99941132,X74123774X,Mrs.,Margie619,Strosin214,,Balistreri607,M,white,nonhispanic,F,Worcester  Massachusetts  US,786 Lehner Lane,Chicopee,Massachusetts,Hampden County,25013,01022,42.19631406960917,-72.6106418400385,1275450.11,826537.63,36435
3b7680fd-3c71-3998-aff8-b849f9253b37,1972-09-24,,999-32-3437,S99934394,X11505907X,Mr.,Lamar193,Zboncak558,,,M,white,nonhispanic,M,Beverly  Massachusetts  US,121 Treutel Mill,Worcester,Massachusetts,Worcester County,25027,01608,42.261192064672336,-71.87005815810504,156245.10,0.00,90733
3b5bf2ed-3cde-03da-6d4c-da188e6272ee,2014-08-16,,999-57-7225,,,,Carin553,Jerde200,,,,white,nonhispanic,F,Worcester  Massachusetts  US,476 Pfannerstill Fork Unit 97,Plymouth,Massachusetts,Plymouth County,25023,02360,41.89955074102754,-70.60696989258643,1485.55,23537.16,25311
f07f2e96-d323-1db8-c28f-9d06b112f557,2006-03-09,,999-60-5637,S99954634,,,Earle679,Walter473,,,,white,nonhispanic,M,Marshfield  Massachusetts  US,419 Kertzmann Manor Apt 66,Forestdale,Massachusetts,Barnstable County,25001,02644,41.65295076910132,-70.52548866154486,39423.98,40917.24,204593
57bde9aa-9b75-b85a-c485-c62507c558d0,1929-07-22,,999-77-3626,S99923310,X25541225X,Mrs.,Larraine124,Dare640,,Borer986,M,white,nonhispanic,F,Acton  Massachusetts  US,457 Gulgowski Meadow,Billerica,Massachusetts,Middlesex County,,00000,42.55968468472756,-71.28959356888797,439782.42,340398.70,50337
b7a205c7-a1b7-7e89-11cf-ffe69b1e5a5d,1974-09-17,,999-42-2901,S99966509,X14294749X,Mr.,Louis204,Kunze215,,,M,white,nonhispanic,M,Merrimac  Massachusetts  US,475 Abbott Bay,Middleborough,Massachusetts,Plymouth County,,00000,41.91164086683607,-70.86494112657826,62012.64,807.79,45545
f69f74e3-9941-9ee1-666c-922c048270e8,1996-11-30,,999-27-7678,S99969182,X52135614X,Ms.,Honey275,Streich926,,,,asian,nonhispanic,F,Hong Kong  Hong Kong Special Administrative Region  CN,719 Abernathy Ferry,Natick,Massachusetts,Middlesex County,,00000,42.33446090524304,-71.3036463803321,128509.80,229486.90,32229
3cd1d48e-25ef-e23e-3402-18ace014eca7,1963-01-26,,999-59-9150,S99948816,X16936485X,Mr.,Andrea7,Kunde533,,,S,white,nonhispanic,M,Barnstable  Massachusetts  US,352 Jacobs Row Suite 64,Lawrence,Massachusetts,Essex County,25009,01841,42.67056479400365,-71.12199749806722,70952.07,1082258.68,14354
1c7965db-a518-882e-35eb-eb0555b45327,1978-01-08,,999-17-1413,S99940169,X63603762X,Mr.,Rick943,Purdy2,,,W,white,nonhispanic,M,Revere  Massachusetts  US,918 Trantow Haven,Sudbury,Massachusetts,Middlesex County,,00000,42.41132770872599,-71.4274162614662,468575.40,396268.58,70380
27daf071-998b-7da7-88cc-a78e5e56609b,1980-06-06,2023-06-10,999-10-1532,S99986091,X39868102X,Mrs.,Brittanie254,Murphy561,,Hoppe518,M,white,nonhispanic,F,Boston  Massachusetts  US,645 Abbott View,Holyoke,Massachusetts,Hampden County,25013,01040,42.174328123608724,-72.61025787221152,13338.11,1247144.12,22025
ca88303e-4284-1e90-0d4c-c18411303c86,2022-04-18,,999-44-2555,,,,Shon148,Ondricka197,,,,white,nonhispanic,M,Ipswich  Massachusetts  US,387 Mayert Ranch Suite 91,Weymouth,Massachusetts,Norfolk County,25021,02190,42.2215737311055,-70.94442181877695,11746.72,9135.34,130229
ec048be5-1dfa-1be0-1f6c-61c76605c1d9,1991-11-05,,999-61-7726,S99989893,X79258771X,Mrs.,Guadalupe206,Rangel145,,Casárez469,M,black,hispanic,F,Carolina  Puerto Rico  PR,890 Kuhlman Neck Unit 4,Boston,Massachusetts,Suffolk County,25025,02113,42.39355848492541,-71.13954385848112,9166.92,828351.73,13415
0f782ffd-6189-6baf-325f-4913f8255570,1947-02-24,,999-55-3427,S99936507,X54581976X,Mr.,Lionel365,Bogisich202,,,S,black,nonhispanic,M,Hanover  Massachusetts  US,113 O'Connell Gateway,Acton,Massachusetts,Middlesex County,,00000,42.479725188944,-71.48476291245488,191422.03,64175.41,50208
880b6bb2-2d31-f215-67ae-0bc028e6f8f9,1991-06-15,,999-26-2028,S99942104,X63177727X,Mr.,Korey682,Russel238,,,S,white,nonhispanic,M,Ludlow  Massachusetts  US,652 Schmeler Mill,Hampden,Massachusetts,Hampden County,,00000,42.10110781356528,-72.3869307197166,45093.69,119.05,173182
317fb5ba-6aeb-7868-faf7-79b87493ce77,1964-12-27,,999-20-6702,S99955577,X46015910X,Mr.,Mariano761,Marvin195,,,S,white,nonhispanic,M,West Newbury  Massachusetts  US,119 Grady Wynd,Taunton,Massachusetts,Bristol County,25005,02780,41.85844498781076,-71.11963146006043,74198.60,237691.07,40351
80ad4229-a00e-8bbc-e95e-bed132a902c1,2012-03-04,,999-46-7304,,,,Alonso270,Kuvalis369,,,,other,nonhispanic,M,Lynn  Massachusetts  US,965 Leffler Drive,Bridgewater,Massachusetts,Plymouth County,25023,02324,42.01138192531612,-70.93075128459067,23840.35,19124.79,40182
efecf04d-c151-88fc-4077-1cbe73f3a97b,2017-12-04,,999-87-9354,,,,Miguel815,Ocampo729,,,,white,hispanic,M,Panama City  Panama  PA,792 Yost Landing,Boston,Massachusetts,Suffolk County,25025,02125,42.33039192296127,-71.07112666478709,1100.00,14822.38,22210
3a775361-5383-c3a4-ee82-bd3132f5a76c,1989-03-31,,999-13-1242,S99938259,X47589921X,Ms.,Danille883,Schuster709,MD,,S,black,nonhispanic,F,Randolph  Massachusetts  US,762 Littel Corner,Cambridge,Massachusetts,Middlesex County,25017,02139,42.38339191756845,-71.1268639993285,108073.62,273848.84,25721
c8fd61ba-5e6e-9b87-278a-8f33bc8fb7e3,1987-05-04,,999-97-7771,S99934828,X27002481X,Mrs.,Oralia106,Lockman863,,Feeney44,M,white,nonhispanic,F,Salem  Massachusetts  US,604 Hudson Ville Unit 65,West Boylston,Massachusetts,Worcester County,,00000,42.31998720911848,-71.8158819884874,137187.23,679128.71,98237
b3276685-fcc5-2b55-0a53-e0acb2307d79,1965-02-07,,999-70-4130,S99975001,X60624451X,Ms.,Yvette315,Goyette777,,,S,white,nonhispanic,F,Worcester  Massachusetts  US,527 Smitham Trailer Unit 88,West Chatham,Massachusetts,Barnstable County,25001,02669,41.68126163626806,-70.03894950030272,815958.93,133451.63,73800
7ca59d0f-1fb6-d7c4-6edb-7fec36a94a65,2011-09-28,,999-17-2023,,,,Damian46,Volkman526,,,,white,nonhispanic,M,Fairhaven  Massachusetts  US,469 Kohler Ramp Suite 63,Taunton,Massachusetts,Bristol County,25005,02718,41.874295489509834,-71.03694839747946,18838.71,0.00,144352
973f876b-c6ef-e097-8646-d3640c407bb2,1980-06-06,,999-31-6617,S99934544,X80419632X,Mrs.,Oliva247,Gibson10,,McKenzie376,M,white,nonhispanic,F,Cambridge  Massachusetts  US,955 Gutkowski Trail,Holyoke,Massachusetts,Hampden County,25013,01040,42.2567197267963,-72.663790376891,9671.54,534393.48,22025
687e5281-f4f5-0b6f-abef-96d50a6af0b0,2011-01-30,,999-67-9124,,,,Dorene845,Beer512,,,,white,nonhispanic,F,Boston  Massachusetts  US,1057 Blick Run Apt 79,Salem,Massachusetts,Essex County,25009,01970,42.49451511392825,-70.85053847751242,23626.90,1469.26,131746
5c2a22e9-5bc3-9632-4c20-101a19579a1d,1977-06-26,,999-37-1504,S99967786,X34078069X,Mr.,Daren950,Stark857,,,M,white,nonhispanic,M,New Bedford  Massachusetts  US,775 Fisher Ranch,Norwell,Massachusetts,Plymouth County,,00000,42.18640423461993,-70.77879770382802,46116.00,19507.57,28760
01f5f84b-7e73-dcc9-9b2f-6ca48a2997a8,1985-01-26,,999-47-4542,S99974143,X40729407X,Mrs.,Colette720,Hamill307,,Skiles927,M,white,nonhispanic,F,Andover  Massachusetts  US,309 Schimmel Route Apt 85,Northborough,Massachusetts,Worcester County,25027,01532,42.29995355898217,-71.59697406901505,74173.51,924580.41,34947
